name,gender,age,city,income
Earl West,Female,41,Safiwaj,8037.81
Helena Payne,Male,47,Legbezkep,3289.20
Marvin Olson,Male,39,Duznajet,8778.11
Christina McKenzie,Female,39,Voctinas,6253.87
Scott Jones,Male,34,Ibuleef,273.72
Jean Kelly,Female,21,Howfomsi,5557.51
Lily Alvarado,Male,19,Fadisso,4960.39
Danny Silva,Female,25,Zufopof,8100.15
Lucille Reese,Female,38,Lodwowav,7911.05
Thomas Daniels,Female,46,Ojejiza,9023.47
Martin Kelley,Female,42,Icdakon,2361.65
Sarah Soto,Female,46,Zoipabiw,4549.53
Sean Guerrero,Female,29,Wiceci,159.91
Ronald Vega,Female,23,Copalhoj,8166.71
Louisa Haynes,Male,34,Nenhifwam,6337.04
Leah Henry,Male,65,Uppewi,8031.34
Gavin Alvarado,Female,60,Monwupidu,7814.93
Carrie Pearson,Female,42,Gefnorir,4598.89
Evan Powers,Male,64,Ewenuni,6065.61
Ricardo Lambert,Female,42,Culeju,9528.84
Alma Sims,Male,24,Vowajeki,6434.52
Inez Woods,Female,20,Ajaseab,9561.84
Georgia Buchanan,Female,39,Goveza,8421.12
Raymond Hernandez,Female,43,Atevowe,6977.42
Mina Rodriquez,Male,65,Bupbejam,7060.09
Jessie Swanson,Female,22,Fewanto,7860.00
Stephen Thompson,Female,48,Fiwrisij,1178.94
Angel Hamilton,Male,30,Temfipo,5334.64
Ryan Graves,Female,64,Lucafku,6626.35
Mario Salazar,Female,24,Bofoni,6229.85
Mina Underwood,Male,56,Uheizdi,1951.97
Lizzie Patton,Female,22,Fomhaihu,4956.80
Micheal Washington,Male,21,Balsawu,4067.48
Lula Roy,Male,22,Pifnotola,5917.83
Laura Townsend,Female,25,Lofitpal,919.05
Ethan Hardy,Female,24,Dumoci,5398.17
Bruce Sims,Female,48,Zawtepiw,2234.57
Leon Andrews,Male,58,Tajagiwa,9174.04
Franklin Torres,Female,56,Lupisap,7441.44
Cameron Gardner,Male,54,Vupjegav,5624.55
Lulu Hopkins,Male,40,Vacinkoj,3898.85
Rosa Reid,Female,47,Rumenib,9950.19
Ricky Carter,Male,54,Waemetuw,8232.47
Belle Kennedy,Female,30,Jozomuk,3167.28
Olive Rios,Male,65,Gawujeb,6288.52
Maurice Sherman,Male,61,Cubezhuf,2895.72
Lelia Scott,Male,49,Cazvius,2949.70
Howard Burke,Female,38,Sedcigow,3672.84
Erik Walker,Female,45,Atilibe,9971.50
Della Ramsey,Male,36,Pauvuvop,8093.21
Nancy Hoffman,Male,29,Oghencis,9483.53
Blanche Hodges,Male,21,Subsakat,3395.88
Louise Briggs,Male,25,Iweguras,3971.47
Elizabeth Tyler,Male,59,Zilarise,2744.63
Daisy Mack,Male,35,Tuheto,8631.92
Matthew Bowen,Male,50,Ezuekodo,6779.06
Eliza Byrd,Male,29,Keuhilun,1080.40
Willie Yates,Female,21,Pufjupe,9268.12
Sadie Morrison,Female,55,Zabehge,6067.04
Louisa Austin,Female,57,Ogikkur,2793.19
Mabel Chambers,Female,38,Iszobfi,2700.62
Eugene Allen,Female,65,Nonbibnu,1129.42
Lillian Baldwin,Female,35,Igjosvav,9337.67
Callie Rodriquez,Female,65,Foahaven,9270.89
Melvin Hughes,Male,52,Fimhasob,3440.69
Melvin Duncan,Female,64,Behupun,1652.49
Patrick Ingram,Male,23,Hotuwi,3946.07
Hunter Romero,Female,49,Ubnodez,9358.45
Estelle Williams,Female,19,Herrudtu,1894.52
Lewis Watkins,Male,51,Unisogu,8222.74
Ann Mason,Male,36,Hewpipsin,5576.03
Ricky Andrews,Male,28,Onusavej,4075.87
Scott Burgess,Female,62,Wicagso,9901.69
Fannie Ball,Female,30,Odgezdur,7883.22
Dorothy Sharp,Female,40,Tahekeve,5796.26
Gertrude Duncan,Female,30,Fahiek,9900.67
Pearl Griffin,Female,33,Jaiwzi,2614.02
Mayme Lyons,Male,21,Fozkawar,9459.12
Hannah Robbins,Male,35,Nobulgih,7066.14
Lelia Fuller,Male,44,Amojira,4527.90
Cory Ortiz,Male,23,Cogjelas,1273.66
Mamie Mack,Female,37,Unumulu,4623.51
Maud Robinson,Male,47,Lefukpif,8786.52
Nettie Reid,Female,19,Rukegig,2898.22
Leonard Fletcher,Female,34,Muvegelu,5729.88
Derrick Alexander,Female,19,Ivomicmi,6443.30
Irene Flowers,Male,55,Bovwovo,3793.20
Dollie McBride,Male,31,Fevroluc,8941.06
Douglas Horton,Female,30,Dicwazidi,7880.96
Virginia Schwartz,Male,42,Dioswum,9692.42
Leo Briggs,Male,54,Wodijoh,4933.05
Lily Payne,Female,33,Rizozigu,4354.94
Tony Adams,Female,21,Cewpova,3316.80
Alma Knight,Female,53,Udfipdi,4675.71
Lucy Moran,Male,47,Oltipzo,6637.16
Evelyn Day,Male,34,Vuozte,7404.57
Rhoda Summers,Female,46,Ibcusgi,9732.65
Garrett Matthews,Male,52,Usvemhim,6869.84
Jay Obrien,Male,51,Jiroec,900.46
Laura Conner,Male,49,Borewmib,3544.13
Elnora Ballard,Female,33,Uvihetdu,5979.08
Philip Adams,Male,40,Bihkipvah,1212.98
Peter Blake,Female,29,Kopajtu,8375.63
Lucille Osborne,Male,26,Kaveeto,4834.47
Lottie Pratt,Male,18,Lecoeko,2302.82
Duane Becker,Male,22,Vusguvav,2193.93
Florence Hudson,Male,47,Imijuuli,7172.00
Anthony Barber,Male,34,Nututej,1883.41
Vernon Parsons,Female,65,Utroze,8451.17
Hunter Zimmerman,Male,51,Jeezuku,2539.43
Millie Valdez,Male,48,Tekober,1435.02
Ernest Moss,Male,42,Kecoptu,4934.48
Timothy Gordon,Male,22,Focoat,3085.77
Chad Tran,Male,18,Monlafhuj,353.60
Lewis Mack,Male,43,Bomolpov,2586.02
Jeremy Hines,Male,39,Pecanu,9789.05
Rodney Potter,Female,20,Zealohe,9719.06
Hattie Ford,Male,26,Recudra,5203.21
Louise Lamb,Male,21,Jukemam,6232.42
Mildred Pearson,Male,47,Akisifiv,5815.98
Maggie Garza,Male,42,Anjopic,4655.45
Aaron Santiago,Female,57,Nebvahje,2159.60
Eleanor Chavez,Female,54,Kuguga,3754.72
Cody Bennett,Female,51,Miwifehad,2528.98
Nathan Bush,Male,28,Ejtobin,5433.20
Lillian Ross,Female,48,Kilmuna,4466.58
Bryan Brooks,Female,31,Rakluot,5143.38
Emma Gibbs,Female,38,Deofvuj,6334.68
Landon Phillips,Male,18,Lemafil,3833.01
Roger Wade,Female,32,Ikasuwji,2729.49
Connor Oliver,Male,22,Zidjezwu,6893.11
Glenn Dean,Male,42,Amewzi,2060.37
David Sanders,Male,57,Bastojcaz,5041.30
Claudia Jefferson,Male,18,Cuhkaozo,3166.42
Randall Brown,Female,45,Tiumwo,2312.47
Lulu Mullins,Female,28,Zusfovaba,4912.94
Louisa Wolfe,Male,31,Racfefo,9968.49
Marie Spencer,Male,42,Jaeczi,2814.19
Stephen Hall,Female,40,Pugsilnu,2447.59
Bradley Howard,Female,62,Bihonil,1219.41
Peter Gill,Female,43,Tuopacog,1122.34
Howard Morgan,Male,20,Kuchapus,856.81
Dominic Salazar,Female,59,Belwubu,5240.62
Blanche Tyler,Female,26,Musnopal,1163.99
Hulda Clark,Male,20,Juhustus,8441.94
Gene Diaz,Female,47,Ducrika,2435.48
Mae Manning,Male,63,Kagalhas,7648.10
Patrick Moore,Male,28,Bimnufvo,3055.44
Elijah Sandoval,Female,62,Mafokjap,9625.55
Cameron Ferguson,Male,44,Dukrizle,2294.94
Peter Munoz,Male,59,Celudok,2128.21
Dennis Duncan,Male,39,Jifpuwal,9800.62
Walter Beck,Male,28,Huwoposi,7894.47
Ralph Jenkins,Female,26,Dupivu,3549.24
Alta Greer,Female,32,Wigesaf,2561.10
Gregory Webster,Female,28,Joliptes,9133.41
Matthew Manning,Female,50,Etiwda,295.06
Isabella Neal,Female,43,Rictuwmig,9471.52
Ray Holmes,Female,55,Arejuri,8362.42
Abbie Meyer,Female,34,Incorim,7348.97
Beatrice Richardson,Female,48,Natjowge,5427.98
Patrick Moss,Female,29,Wunevro,5064.83
Kenneth Burgess,Male,61,Gihugcem,2984.72
Georgia Simon,Female,21,Zovfohat,4949.13
Lottie Sparks,Female,54,Fulobu,915.12
Dennis Bradley,Male,30,Milalew,1958.98
Dale Stanley,Female,23,Teczovab,9439.84
Edwin Cannon,Male,62,Semahovas,8975.62
Hester Farmer,Female,54,Pafihza,9703.15
Terry Diaz,Male,28,Wijikcoj,2205.37
Harriet Tyler,Male,26,Pucizev,3387.74
Sally Scott,Male,64,Usesuku,6104.55
Samuel Wheeler,Female,51,Fuzorim,9870.65
Ruth Henry,Male,54,Amkuthib,9783.98
Edward Stokes,Male,39,Bocgume,6535.39
Marcus Figueroa,Female,27,Fejzeib,4813.52
Kate Rodriguez,Female,24,Bupavwo,8602.66
Blanche Roy,Male,40,Vajebzuz,6503.11
Wesley Ramos,Female,62,Jisdejjic,3729.72
Maurice Perez,Male,40,Wuwoite,5183.63
Fanny Gonzales,Female,44,Opituama,5239.32
Aaron Jordan,Male,39,Gitasloc,6228.37
Mabelle Curry,Female,28,Sepemil,5334.17
Effie Hansen,Male,31,Vapvipeb,3071.70
Bessie Hoffman,Male,23,Udjadde,2936.43
Carl Brooks,Male,54,Mempures,142.09
Mittie Gomez,Female,51,Bigvoalu,6473.34
Alfred Schultz,Female,50,Wibawe,1000.63
Louisa Joseph,Female,32,Jibowi,6684.83
Gussie Diaz,Female,45,Kecezpal,8872.78
Sadie Sullivan,Female,44,Wevcewu,485.48
Barry Hampton,Male,57,Lawicade,9975.52
Carl Brady,Female,28,Pelobi,7309.61
Victoria Armstrong,Female,59,Rijkada,6154.04
Frank Drake,Female,48,Uveraddod,9220.09
Max Mason,Male,27,Rezidapu,6410.81
Leona Hardy,Male,35,Fefzifdo,5737.32
Antonio Hanson,Male,30,Zonzebev,1115.41
Fred Bates,Male,22,Jubzihmeb,7471.24
Miguel Poole,Female,38,Niritaz,200.26
Marvin Cohen,Female,52,Pafepebu,465.95
Lucille Lewis,Male,18,Vuggoga,9514.52
Leroy Huff,Male,50,Povalojes,1295.44
Lucille Hamilton,Male,33,Oribador,4639.42
Clara Carson,Male,52,Gobumugo,6076.71
Christine Marsh,Female,62,Sesrigbe,6365.15
Mary Sandoval,Male,44,Tiknuuhu,9760.97
Alejandro Rice,Female,41,Suovjic,6120.14
Warren Hawkins,Female,60,Jagfukti,6192.01
Lura Ramsey,Male,63,Ripawji,4018.17
Lula McKinney,Male,65,Ruhira,5900.76
Maria Kelly,Female,31,Surutuz,5171.81
Lillian Walters,Male,56,Tewensiw,1191.58
Mamie Barrett,Male,54,Gewapgu,184.71
Daisy Clarke,Male,55,Hapepis,9267.47
Mayme Davidson,Female,43,Hulciti,2403.96
Randall Cross,Male,46,Copiwki,355.67
Stanley Pope,Male,26,Tohumaj,731.43
Jeanette Byrd,Male,23,Ciuhete,2145.83
Wayne Frank,Male,25,Ohehudof,6470.84
Mamie Lane,Male,61,Hejuvzeh,7159.89
Leonard Nash,Male,45,Jodgaju,5153.49
Wayne McLaughlin,Male,39,Bitirmo,5432.96
Eric Moran,Male,52,Afzuet,3718.08
Bertie Sparks,Female,42,Vazahicu,1328.65
Mattie Rhodes,Male,65,Wohbonoh,6301.17
Helen Collins,Male,28,Indaijo,5317.79
Joshua Alvarado,Male,49,Dufkelhod,5948.86
Jorge Holt,Female,58,Vojmikre,5135.78
Nellie Williamson,Female,61,Telbuuse,21.99
Lida Hines,Male,65,Pojrewrir,1077.50
Jesus Snyder,Male,60,Icbupfon,9189.40
Shane Harrington,Female,49,Sutonmo,5990.76
Addie Houston,Female,55,Getririz,5439.71
Eugene Alvarez,Male,29,Wamiveg,3140.17
Ola Gordon,Male,62,Pefdopes,7567.74
Stanley Smith,Female,41,Ahejanu,2090.08
Derrick Cole,Male,64,Sawbese,987.11
Cody Powell,Female,26,Dojiribe,2246.18
Mark Carr,Male,20,Wukezi,9520.40
Stephen Taylor,Female,46,Gisomag,699.79
Susie Dunn,Female,55,Lisage,9148.04
Johnny Wolfe,Male,31,Zezaro,7148.39
Myrtie Hamilton,Female,65,Zuboih,6222.80
Myrtie Rhodes,Male,18,Rowipto,4859.82
Marcus Burke,Female,28,Puhjidok,6222.94
William Goodman,Male,40,Modoog,246.03
Ida Patrick,Male,62,Noocfev,8939.86
Marc Thompson,Female,30,Wakaviku,9689.03
Sean Johnson,Male,35,Pipfuvhu,9735.72
Carl Watson,Female,27,Gigdejhi,7963.74
Emma Porter,Female,65,Huvowi,8967.49
Gene Day,Male,24,Ilujarem,8179.48
Polly Cortez,Male,25,Ufeefjiw,7066.80
Jerome Montgomery,Male,62,Ebisosfis,6373.24
Norman Hampton,Male,27,Vijahrew,2716.75
Cecelia Drake,Male,43,Icjilaw,4850.98
Stanley Jacobs,Male,19,Voktesjud,6319.86
Chad Harper,Female,37,Neimdo,6707.12
Joel Foster,Female,36,Tuzvenid,4163.05
Herman Harris,Female,25,Kolimgul,4915.52
Maude Massey,Female,29,Ezohbe,5532.10
Melvin Goodman,Male,59,Liptowur,1610.27
Alberta Bryant,Female,61,Doicoabu,3385.73
Mable Tyler,Female,47,Betiku,4885.97
Christina Estrada,Male,36,Mawepob,3246.13
Troy Bowen,Male,33,Biwavof,1607.19
Ann Nunez,Female,25,Weisno,8975.17
Claudia Baker,Female,47,Vakjeej,9381.15
Gerald Brown,Female,32,Ucepupke,5179.41
Jacob Massey,Male,56,Cevdoija,4759.39
Harriet Wheeler,Female,60,Jejajuto,8615.86
Antonio Boone,Male,41,Vidusud,1068.73
Myra Silva,Female,23,Alkatpe,8731.60
Harvey Floyd,Female,63,Emhiwriv,7976.66
Louis Sandoval,Female,40,Eljariz,3690.24
Eva Atkins,Female,60,Luibavis,2309.62
Roger Yates,Male,63,Jagodic,6349.97
Charles Dawson,Male,23,Catukfar,1739.88
Mitchell Collins,Female,52,Takecab,7370.67
Betty Schwartz,Male,31,Lahcihrak,2769.79
Carl Burgess,Female,65,Moridej,8399.02
Viola Parks,Female,32,Wigfolsil,1966.56
Chase Park,Female,47,Colewdu,8199.21
Lora Kennedy,Female,26,Pootwas,3817.65
Georgie Doyle,Female,47,Fajekoj,8636.27
Clifford Frazier,Male,28,Lodbidij,7425.82
Teresa Munoz,Male,19,Ajewaipa,3692.54
Irene Obrien,Male,55,Awsaica,9635.79
Isaac Dunn,Male,47,Garipton,1494.31
Shane Lawson,Female,56,Pitgoeb,8183.82
Lillie Collier,Male,48,Ebwiniw,2961.10
Cornelia Hansen,Male,44,Luhtubsa,5731.34
Stephen Mason,Male,54,Resfakje,5211.54
Lucile Hunt,Male,63,Fafegte,5262.95
Eliza Goodwin,Male,44,Cuechip,5020.52
Hilda Lloyd,Male,19,Debozele,9326.62
Gary Cohen,Male,54,Ilmezeta,2869.78
Louis Aguilar,Female,64,Taritim,4822.09
Barbara Gordon,Female,64,Viwfofab,5450.13
Martin Gonzales,Male,26,Hicerdi,6929.98
Harvey Paul,Female,41,Foplohok,3840.50
Gussie Love,Female,62,Zupakwa,3327.91
Kathryn Gibson,Male,55,Letatdak,9880.21
Winifred Garcia,Male,49,Dikgata,3489.88
Michael Graves,Male,33,Sitlopge,6770.90
Hulda Fowler,Male,24,Nagsozof,177.25
Edgar Fowler,Male,34,Umziuhe,4340.60
Melvin Hopkins,Male,20,Kicdokbet,275.53
Louis Gregory,Male,39,Hecsuapu,483.59
Ernest Barnett,Male,18,Lunewgo,7370.41
Leo Gill,Male,47,Kawiru,52.55
Rodney Norton,Female,65,Hugezib,820.73
Eugene Hunter,Male,19,Tafnalde,4648.80
Joshua Guerrero,Male,62,Lekizpi,9843.39
Chase Keller,Female,58,Ebmelij,8218.91
Rosetta Medina,Male,18,Haabpo,7637.45
Minerva Hammond,Female,40,Guwgeogi,1768.92
Curtis Maldonado,Male,28,Rovafdub,4139.60
Kyle Santos,Male,41,Ehhieci,5045.39
Lena Summers,Female,40,Kasgate,5214.99
Leroy Harvey,Female,45,Jueboof,1602.80
Sarah Rowe,Male,61,Vizilhew,2679.65
Lelia Evans,Female,46,Hijzoim,1778.57
Ida Castro,Female,38,Jikipdak,4369.16
Sadie Ellis,Female,44,Oticumta,1415.21
Nannie Ward,Female,60,Gaowaze,2789.23
Nellie Cooper,Female,53,Poblusaco,2805.52
Ollie Powers,Female,40,Diunlim,7479.64
Caleb Fleming,Male,36,Tokadu,3290.38
Francis Saunders,Female,27,Kihori,5218.86
Luella Mann,Female,48,Ivowabfet,5811.60
Olivia Mullins,Male,53,Luaphik,7699.58
Ronald Terry,Female,30,Bedevbam,3209.19
Isaiah Gibbs,Male,24,Opimino,4456.12
Nathan Bowman,Female,41,Fevwamur,3025.80
Jim Fleming,Female,27,Goedelin,472.14
Beatrice Barber,Female,58,Vagjumad,8314.61
Grace Holmes,Female,63,Umeomufig,5438.84
Mina Dawson,Female,38,Juhuken,610.39
Alexander Grant,Female,23,Fenwefol,5474.49
Jesus Weaver,Female,35,Copondi,1446.41
Barry Richards,Male,56,Hoovapu,5824.77
Estella Buchanan,Female,38,Kuwporwa,8562.83
Gabriel Sutton,Male,18,Kutnanja,3408.12
Gary Cunningham,Male,61,Foshiwhir,3649.87
Charlotte Clark,Male,20,Jifjamof,365.76
Harold Stephens,Male,61,Oluetod,2264.92
Michael Gomez,Male,32,Womivjo,2519.50
May Patterson,Female,29,Ugokeam,635.04
Barbara Vargas,Female,44,Paozcav,9918.59
Lura Arnold,Male,55,Pobaro,3526.70
Marian Cox,Female,33,Keurwu,3206.75
Amanda Lowe,Female,50,Jagorpew,2649.20
Joe Alvarado,Female,26,Racweoba,7113.85
Addie Rhodes,Female,47,Icirjov,1733.53
Jeremy Malone,Male,24,Mufhuhkud,1554.04
Elsie Ingram,Male,45,Rikehrum,5156.97
Benjamin Griffith,Female,50,Ezfues,915.48
Rose Gomez,Female,59,Rublewjad,9884.86
Lily Allen,Female,37,Odcatis,561.91
Jacob Carpenter,Female,26,Ultecufo,6152.56
Anne Franklin,Female,28,Vepbudti,8089.94
Dora Payne,Female,38,Gojsogsa,9106.05
Margaret Cohen,Male,43,Caiwbu,6090.34
Florence Jacobs,Female,43,Majdugen,8223.01
Gary Reynolds,Female,43,Lulnicew,5623.25
Martin Lowe,Female,19,Tokutob,4392.49
Arthur Reynolds,Female,36,Ivhanab,7134.35
Jerry Poole,Female,47,Degwapcen,3418.54
Anne Adams,Male,41,Opomidsa,7752.99
Elva Cross,Male,32,Tapotuuw,2630.22
Craig Myers,Male,42,Nucwejas,6508.79
Carrie Schultz,Male,34,Puhzila,7111.99
Myrtie Wright,Male,56,Cazoled,7790.83
Douglas James,Male,55,Targepdu,5030.77
Belle Garner,Female,43,Vurunpo,7540.09
Warren Reid,Female,31,Vefgejape,2698.16
James Obrien,Female,38,Gubabob,9548.29
Callie Douglas,Female,30,Fapuhikag,5379.81
Juan Reed,Female,46,Diropam,1710.57
Dean Wilkerson,Male,51,Akcotfa,2973.52
Minerva Oliver,Male,26,Sojirom,6028.12
Anne Cortez,Female,55,Umelakij,5260.54
Belle Craig,Male,58,Kulfuwjon,191.08
Ronnie Wilkins,Male,61,Ogatuvi,8337.84
Eliza Clark,Female,49,Hihege,7064.41
Floyd Mann,Female,43,Wilwakel,9037.02
Theodore Jackson,Female,61,Mutona,8497.23
Manuel Lopez,Female,48,Nacagak,2013.41
Francisco Strickland,Female,33,Sotiwa,1540.38
Lucile Brewer,Male,63,Efidafkad,1751.22
Victoria Barnett,Male,29,Tapzadfi,2637.85
Caroline Quinn,Female,56,Akodusdaf,8820.30
Frank Adams,Female,28,Gilseizu,6713.43
Katharine Wong,Female,37,Surapjad,854.34
Fred Freeman,Male,19,Pawgijocu,6528.70
Myrtie Erickson,Female,32,Cesasnev,6675.46
Victoria Bates,Female,45,Boopefe,9971.73
Benjamin Nguyen,Female,61,Cenvewso,4301.64
David Foster,Female,40,Upnewhi,5887.07
Georgie Peterson,Female,23,Farace,3127.37
Nellie Bowen,Female,40,Ohoabami,6619.77
Cody Wolfe,Male,58,Tendavam,4867.61
Richard Reyes,Female,21,Kefzasga,1582.20
Nora Lindsey,Male,30,Wovikenu,5582.78
Janie Moore,Male,33,Ijiwukin,1923.37
Jeff Douglas,Male,58,Kojtipi,9764.58
Victoria Alvarez,Male,22,Jufcasi,9029.79
Claudia Carlson,Female,61,Gornuifo,7836.90
Jimmy Harrison,Female,32,Sotoma,8507.11
Carrie Lane,Female,35,Moegfi,8914.76
Alice Leonard,Female,33,Uskonaw,3591.81
Cameron Ortega,Male,61,Geevapa,6856.97
Myrtie Moody,Male,20,Topotege,1883.34
Lydia Austin,Male,28,Bapelo,1121.00
Albert Reese,Female,32,Cubawos,4474.10
Lucas Huff,Male,28,Jahfazgev,5449.69
Essie Peterson,Male,56,Buvidu,8953.86
Flora Padilla,Male,59,Duvuaga,2178.43
Rachel Garza,Female,20,Larogpep,3644.66
Marian Chavez,Female,30,Zolbuvzi,9823.58
Lucile Hill,Female,46,Racohuba,3008.84
Marian Dean,Female,27,Zigasral,2661.96
Beulah Campbell,Female,35,Lezheka,1245.09
Anne Brooks,Female,23,Popmesu,1090.91
Bradley Lynch,Female,27,Oguubnon,1761.00
Dylan Clarke,Male,42,Aclopcow,2670.14
Francis Walsh,Male,46,Wowojne,8226.63
Jean Foster,Female,44,Wadberi,428.33
Jim Perry,Male,50,Efusoivo,561.65
Victoria Dawson,Male,36,Nuwleblo,1144.63
Edward Mendez,Male,42,Abolabun,7475.17
Clarence Fox,Male,65,Biaregut,4195.47
Birdie Watts,Female,57,Ohipidca,7611.92
Glenn Wilkins,Male,47,Ruokizih,892.22
Marion Lopez,Male,33,Kutoco,191.21
Noah Wilson,Male,45,Cioccip,4956.49
Delia Johnston,Female,64,Leteher,4508.52
Alan Grant,Female,29,Zalzoabe,4375.28
Brett Greer,Female,22,Rebohi,8533.92
Vernon Pearson,Female,49,Giwrawe,4058.79
Milton Jennings,Female,18,Korjikra,805.05
Leona Lloyd,Female,22,Ozizejwoz,3389.87
Fred Perez,Female,44,Cijtarvuw,3701.25
Lee Yates,Female,55,Gomomu,8951.14
Manuel Roy,Male,50,Arejajbu,6861.77
Dean Miller,Female,51,Ukojugaje,3739.34
Floyd Luna,Female,63,Ildunhon,2062.92
Clifford Joseph,Female,61,Roszukgih,3561.36
Lillian Roy,Male,44,Ahioziba,7329.08
Patrick Little,Female,31,Ijazaaju,9274.92
Matthew Jackson,Female,21,Lisowmel,7239.33
Milton Berry,Male,38,Sozvecam,3159.12
Nettie Douglas,Female,57,Muditkoz,8027.64
Lola Strickland,Female,20,Luzratko,3807.58
Isabel Olson,Male,20,Jacdugob,5068.12
Brian James,Male,32,Refinulad,8106.56
Paul Crawford,Male,41,Jerdera,5168.61
Jimmy Wolfe,Female,32,Ravoocu,6209.15
Lillian Moody,Male,47,Zosowzav,203.79
Jacob Higgins,Male,36,Ivivujo,1242.10
Ian Hardy,Female,25,Begedwel,6869.10
Ivan Rogers,Male,33,Bovoze,7566.19
Jayden Flowers,Male,54,Fukomeli,1802.80
Herbert Franklin,Male,27,Housru,9894.26
Glenn Carpenter,Female,43,Kihweme,2713.05
Katherine Ramos,Female,57,Dipdudgeh,7067.06
Gregory McLaughlin,Female,27,Tefbulut,9105.11
Seth Drake,Female,31,Urucoomu,237.31
Rhoda Hernandez,Male,57,Garopfit,2498.06
Alejandro Carpenter,Male,43,Zubcimig,3298.49
Charles Parks,Female,26,Pavmefir,4862.56
Jonathan Daniel,Female,53,Isobigfe,4183.74
Jessie Reynolds,Male,25,Nudenem,9030.50
Lily Reid,Female,64,Juswuta,2333.27
Jennie McKenzie,Female,63,Gusjanu,2299.82
Hulda Marshall,Female,29,Cavdokvi,1258.20
Phoebe Guerrero,Female,18,Fihagime,8365.86
Terry Kennedy,Male,24,Heiswu,2545.04
Francis Bryan,Female,35,Tovepzu,6836.27
Mary Griffith,Male,38,Tuzdekkab,9567.05
Milton Ross,Female,57,Biujeve,1816.17
Dorothy Carson,Female,40,Demzubij,7385.30
Charlie Jones,Male,47,Cijvecis,4117.10
Lula Mills,Female,37,Zajhiag,3324.60
Marguerite Keller,Female,46,Sidlidedu,9329.18
Cora Duncan,Female,37,Tofamok,9629.68
Willie Clark,Male,46,Alfifcej,8318.82
Adeline Houston,Male,31,Bojgebit,8656.95
Abbie Grant,Female,55,Otpogser,1242.01
Elijah Ortega,Male,59,Duwvamure,186.38
Olga Barker,Male,26,Pivagaut,4681.70
Leo Todd,Female,32,Igwompuw,3885.51
Lina Hodges,Female,52,Doziiwu,8559.35
Vernon Ramos,Female,61,Zuvusa,3856.50
Clyde Christensen,Male,54,Selozva,5556.62
Victor Ball,Male,21,Melbibgen,8967.82
Violet Lambert,Female,26,Pisedaz,9992.88
Joel McKinney,Male,21,Cizlekid,9490.94
Clyde Erickson,Male,31,Nolojiw,3778.17
Bertie Owen,Female,45,Honcodsit,7048.99
Logan Osborne,Female,35,Lunjopet,2165.57
Lily Carter,Female,57,Nunofoje,1054.57
Lora Estrada,Female,47,Mobwujig,6498.28
Mina Houston,Female,21,Rakasfo,8033.94
Edna Mack,Male,51,Daccaju,2862.83
Dora Hopkins,Female,54,Wetewoen,933.33
Alan Tate,Female,23,Ofakulpe,5626.48
Lou Chambers,Female,48,Jobriuma,1543.23
Leroy Frazier,Male,34,Ihleec,2265.19
Donald McDonald,Female,19,Apapeov,1443.56
Carrie Jensen,Female,37,Akgoka,8936.38
Cole Webb,Male,51,Nedana,6272.25
Jack Campbell,Female,58,Rorihdiw,1871.90
Randy Moody,Male,43,Joduhop,5895.55
Johanna Garner,Female,31,Zewonim,2844.47
Daniel Morgan,Female,36,Patdepel,7239.20
Ellen McKenzie,Female,36,Cijsora,6795.13
Rodney Jordan,Male,24,Leiheho,7384.14
Eunice Pope,Female,25,Comfeavo,9596.14
Louis Hernandez,Male,32,Taowabap,1452.18
Ola Castro,Male,27,Popteliz,7279.95
Andre Bowman,Male,44,Tacipvi,4341.78
Jon Hubbard,Male,26,Nertemrap,7844.44
Hallie Saunders,Male,19,Ekulaba,4933.65
Ida Harrison,Male,44,Jebbelu,6051.09
Theodore Fowler,Female,59,Kuvirlel,4856.94
Steve Washington,Female,51,Zavome,9140.25
Abbie Hudson,Male,23,Ziruhok,4569.22
Carlos Horton,Male,36,Doopse,879.53
Tony Dunn,Female,38,Mauduzef,9621.14
Lee Thornton,Female,23,Lulibama,770.33
Martin Rhodes,Female,36,Cewepse,1481.22
Celia Wilkerson,Female,31,Damucac,738.17
Bertha Warren,Female,39,Lebesgi,5222.07
Ethan Brewer,Female,42,Gilidro,7871.52
Mildred Mitchell,Male,30,Hahaadu,380.00
Scott Todd,Male,63,Olafnod,3526.77
Vincent Dixon,Female,49,Jippasfa,150.99
May Bradley,Male,19,Torisevof,2397.64
Willie Arnold,Female,30,Asirella,1191.31
Cynthia Hudson,Male,30,Movmowwos,4408.33
Lucinda Parker,Male,24,Iviifekez,8428.02
Rosa Sandoval,Male,40,Ipcabfu,3578.08
Stephen Griffith,Female,60,Cihfihguv,8550.34
Georgie Ramsey,Male,44,Efsadon,5162.96
Daisy Bush,Female,34,Keukemu,3988.74
Bessie Barrett,Female,54,Lumciho,8366.72
Nancy Hanson,Male,53,Dufuvit,5038.06
Violet Brooks,Male,40,Ukamavgok,7318.26
Rodney Rogers,Male,29,Idacenko,406.60
Arthur Mendoza,Male,36,Hegbufges,8196.22
Winnie Stephens,Female,55,Rubipiko,1421.98
Micheal Thompson,Male,54,Suleud,462.60
Edith Thornton,Female,44,Eswona,2268.49
Estella Mack,Male,44,Dijodnuf,310.13
Steve Richardson,Male,28,Gebcuut,8184.02
Polly Abbott,Female,19,Joskuos,6450.94
Harriet Dixon,Female,31,Turosaco,8534.38
